Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0101.a3.txt,1920.90395480226,1107.3446327683616,734.4632768361582,463.2768361581921,1,0,3
0102.a3.txt,1840.2777777777778,1087.962962962963,543.9814814814815,381.94444444444446,1,0,1
0103.a3.txt,2049.4186046511627,886.6279069767443,1046.5116279069769,581.3953488372093,8,0,1
0104.a3.txt,1651.8424396442185,1105.4637865311308,622.6175349428208,533.6721728081321,2,0,0
0105.a3.txt,1702.944942381562,1280.4097311139565,640.2048655569782,742.6376440460948,3,0,1
0106.a3.txt,2242.8748451053284,954.1511771995044,768.2775712515489,582.4039653035935,1,0,0
0107.a3.txt,2219.419924337957,1021.437578814628,857.5031525851198,466.5825977301387,4,0,0
0109.a3.txt,1926.0204081632653,1224.4897959183672,484.69387755102036,420.91836734693874,2,0,0
0110.a3.txt,2015.0187734668334,1251.5644555694619,675.8448060075094,513.1414267834793,2,0,0
0111.a3.txt,1949.6021220159153,1153.8461538461538,543.7665782493368,384.61538461538464,2,0,2
0112.a3.txt,2073.4597156398104,1054.5023696682465,734.5971563981042,616.1137440758293,0,0,1
0115.a3.txt,2185.86387434555,1204.1884816753927,641.3612565445026,746.0732984293194,0,0,0
0118.a3.txt,2526.1584454409567,1136.0239162929745,896.8609865470852,313.9013452914798,1,0,2
0119.a3.txt,2105.2631578947367,1077.1113831089351,746.6340269277846,465.1162790697674,1,0,1
0120.a3.txt,2109.038737446198,1032.9985652797704,918.2209469153515,530.8464849354376,0,0,0
0121.a3.txt,1832.4607329842931,1007.8534031413612,510.47120418848164,562.82722513089,2,0,0
0122.a3.txt,2331.288343558282,1079.7546012269938,711.6564417177915,453.98773006134974,0,0,1
0125.a3.txt,2034.9563046192259,986.267166042447,1011.2359550561797,424.46941323345817,2,0,3
0127.a3.txt,1795.2314165497896,1009.8176718092566,743.3380084151472,546.984572230014,10,0,1
0128.a3.txt,1946.3087248322147,1114.0939597315435,523.4899328859061,697.986577181208,1,0,4
0130.a3.txt,1568.627450980392,922.722029988466,726.643598615917,715.1095732410612,2,0,0
0131.a3.txt,2139.240506329114,1088.607594936709,696.2025316455696,734.1772151898734,0,0,0
0133.a3.txt,1846.1538461538462,1005.1282051282051,533.3333333333334,635.8974358974359,4,0,3
0134.a3.txt,2089.371980676329,978.2608695652175,978.2608695652175,615.9420289855072,0,0,0
0135.a3.txt,1977.0408163265308,1135.204081632653,650.5102040816327,408.1632653061224,1,0,0
0136.a3.txt,1995.3325554259043,1225.2042007001166,641.7736289381563,443.40723453908987,2,0,1
0137.a3.txt,1952.7363184079602,932.8358208955225,808.4577114427861,671.6417910447761,0,0,0
0138.a3.txt,2059.259259259259,1288.888888888889,681.4814814814815,325.9259259259259,0,0,0
0139.a3.txt,1989.5287958115182,1335.0785340314137,654.4502617801047,366.4921465968586,0,0,0
0142.a3.txt,2186.3117870722435,1159.6958174904944,969.5817490494296,304.1825095057034,0,0,0
0143.a3.txt,2185.6639247943594,940.0705052878966,611.0458284371327,399.529964747356,5,0,1
0146.a3.txt,1565.9679408138102,1405.672009864365,628.8532675709,517.8791615289765,3,0,0
0149.a3.txt,2128.749085588881,1163.130943672275,570.592538405267,636.4301389904901,0,0,0
0155.a3.txt,1870.8971553610504,1050.328227571116,754.9234135667396,448.57768052516417,2,0,1
0156.a3.txt,1967.4185463659146,1165.4135338345864,576.4411027568922,413.5338345864661,2,0,0
0157.a3.txt,1456.3106796116504,1177.1844660194174,594.6601941747573,570.3883495145632,0,0,0
0158.a3.txt,1782.3129251700682,1170.0680272108843,802.7210884353741,489.7959183673469,2,0,0
0159.a3.txt,2173.913043478261,1086.9565217391305,531.4009661835748,640.096618357488,1,0,3
0161.a3.txt,2139.1752577319585,953.6082474226804,837.6288659793814,502.5773195876289,0,0,0
0162.a3.txt,2382.76299112801,861.8504435994931,722.4334600760455,405.57667934093786,0,0,0
0163.a3.txt,1774.9419953596287,962.877030162413,696.0556844547564,638.0510440835267,0,0,2
0165.a3.txt,1755.5555555555554,1211.111111111111,600.0,455.5555555555556,2,0,3
0168.a3.txt,1714.6596858638743,1230.366492146597,654.4502617801047,510.47120418848164,1,0,3
0169.a3.txt,2163.4615384615386,1045.673076923077,600.9615384615385,456.7307692307692,3,0,3
0171.a3.txt,1805.4054054054052,1286.4864864864865,627.027027027027,572.9729729729729,2,0,0
0172.a3.txt,2103.4077555816684,1092.8319623971797,752.0564042303173,423.0317273795535,1,0,0
0173.a3.txt,2148.876404494382,1207.8651685393259,547.7528089887641,505.61797752808985,1,0,0
0174.a3.txt,1994.4211994421198,1073.9191073919108,1129.7071129707113,418.41004184100416,1,0,0
0175.a3.txt,1916.243654822335,1180.2030456852792,532.994923857868,406.0913705583756,2,0,0
0176.a3.txt,2084.848484848485,1054.5454545454545,496.969696969697,400.0,2,0,1
0177.a3.txt,1866.6666666666667,1000.0,700.0000000000001,677.7777777777778,2,0,1
0178.a3.txt,2116.4021164021165,1026.4550264550264,825.3968253968254,624.3386243386243,0,0,0
0179.a3.txt,2250.0,1178.5714285714284,571.4285714285714,404.76190476190476,2,0,1
0182.a3.txt,2103.4077555816684,1116.333725029377,646.2984723854288,599.294947121034,0,0,3
