Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0101.a5.txt,1991.9678714859438,1084.3373493975903,771.0843373493976,417.6706827309237,6,0,1
0102.a5.txt,1649.56590370955,1049.7237569060774,860.2999210734018,276.2430939226519,7,3,6
0103.a5.txt,1898.73417721519,1084.99095840868,632.9113924050633,379.746835443038,5,3,3
0104.a5.txt,1951.4388489208634,899.2805755395683,638.4892086330935,368.705035971223,4,3,4
0105.a5.txt,1549.2957746478871,1014.0845070422536,591.5492957746478,582.1596244131456,1,5,2
0106.a5.txt,1996.1427193828351,973.9633558341369,858.24493731919,646.0945033751206,1,0,1
0107.a5.txt,2000.0,1194.8051948051948,796.5367965367966,536.7965367965368,2,0,2
0108.a5.txt,2107.728337236534,1085.0897736143638,733.8017174082747,343.48165495706485,7,0,5
0111.a5.txt,1697.7611940298507,1026.1194029850747,718.2835820895523,307.8358208955224,10,5,4
0112.a5.txt,2117.9624664879357,1099.1957104557641,670.2412868632708,598.7488829311885,3,0,2
0115.a5.txt,1347.1502590673576,1079.447322970639,734.0241796200346,474.95682210708117,5,1,3
0119.a5.txt,1854.3046357615895,1076.158940397351,745.0331125827815,240.0662251655629,6,3,1
0121.a5.txt,1530.3430079155671,1022.4274406332454,620.0527704485488,389.1820580474934,5,0,6
0122.a5.txt,1668.1534344335414,1034.7903657448705,704.727921498662,410.34790365744874,7,0,6
0125.a5.txt,2228.626320845341,1008.6455331412104,893.3717579250721,470.7012487992315,1,0,2
0128.a5.txt,1936.108422071636,1113.2623426911907,842.2071636011616,474.34656340755083,1,6,1
0130.a5.txt,1722.2222222222222,904.7619047619047,746.031746031746,269.8412698412699,12,2,3
0134.a5.txt,1775.8484609313339,978.689818468824,702.4467245461719,489.344909234412,3,0,2
0137.a5.txt,1815.6424581005588,1061.4525139664804,558.659217877095,456.23836126629425,2,2,3
0139.a5.txt,1332.794830371567,1155.0888529886915,581.5831987075929,306.94668820678515,8,2,7
0140.a5.txt,1779.5844625112916,1011.7434507678411,650.4065040650407,280.03613369467024,3,3,4
0149.a5.txt,2571.428571428571,1246.031746031746,841.2698412698413,380.95238095238096,1,0,4
0157.a5.txt,1719.5767195767194,1172.8395061728395,634.9206349206349,590.8289241622574,2,0,0
0158.a5.txt,1597.892888498683,1176.4705882352941,763.8279192273925,570.6760316066725,7,0,2
0159.a5.txt,2120.946538124452,1051.7090271691497,955.3023663453112,341.8054338299737,0,0,0
0161.a5.txt,2206.952303961197,873.0800323362974,962.004850444624,274.858528698464,3,0,3
0163.a5.txt,2267.884322678843,966.5144596651445,898.021308980213,433.78995433789953,1,0,0
0165.a5.txt,2019.2307692307693,996.5034965034965,839.1608391608391,279.72027972027973,5,0,3
0171.a5.txt,1565.217391304348,942.0289855072464,521.7391304347826,376.81159420289856,11,2,4
0178.a5.txt,1580.7327001356853,1017.6390773405698,759.8371777476256,454.54545454545456,8,3,4
0182.a5.txt,2289.156626506024,1076.305220883534,730.9236947791164,417.6706827309237,5,0,3
0185.a5.txt,1797.2742759795572,1039.182282793867,732.5383304940375,221.46507666098807,3,3,3
0186.a5.txt,1959.3495934959349,975.609756097561,861.7886178861789,406.5040650406504,5,0,2
0187.a5.txt,2264.4927536231885,1123.1884057971015,778.9855072463768,362.3188405797102,3,1,7
0188.a5.txt,1574.8642358417378,993.0178432893716,791.311093871218,449.9612102404965,3,1,1
0192.a5.txt,1666.6666666666665,1108.2910321489003,642.9780033840947,456.8527918781726,8,2,2
0193.a5.txt,2161.9293712316967,1102.4978466838932,826.8733850129199,413.43669250645996,1,0,1
0197.a5.txt,1489.0154597233523,878.7632221318145,414.9715215622457,317.3311635475997,5,2,6
0198.a5.txt,2128.2798833819243,1039.8445092322643,796.8901846452867,379.00874635568516,0,0,1
0199.a5.txt,1833.810888252149,1012.4164278892073,744.9856733524356,382.0439350525311,7,5,0
0200.a5.txt,1469.5652173913043,1156.5217391304348,686.9565217391305,426.0869565217391,5,3,6
0206.a5.txt,1497.152156224573,943.8567941415785,699.7558991049633,358.01464605370217,4,1,3
0214.a5.txt,1663.716814159292,1132.7433628318583,619.4690265486726,300.88495575221236,8,3,3
0215.a5.txt,1754.5239968528717,967.741935483871,550.7474429583006,291.1093627065303,7,2,4
0219.a5.txt,2045.045045045045,1000.0,891.891891891892,603.6036036036036,3,0,2
0222.a5.txt,1781.2197483059051,1171.3455953533398,658.2768635043562,445.3049370764763,0,2,1
0223.a5.txt,1617.3120728929387,1040.2429764616552,675.7782839787396,379.65072133637057,6,3,4
0227.a5.txt,1632.801161103048,878.0841799709724,740.2031930333817,355.5878084179971,11,2,5
0234.a5.txt,1562.7668659265585,905.2092228864218,520.9222886421862,324.50896669513236,8,6,8
0238.a5.txt,1876.9883351007425,1134.676564156946,699.8939554612938,328.73806998939557,5,0,0
1003.a5.txt,2195.3488372093025,1041.860465116279,725.5813953488372,223.25581395348837,2,0,2
1005.a5.txt,1790.6976744186045,992.2480620155038,596.8992248062016,356.5891472868217,2,0,4
1006.a5.txt,1596.0324616771868,1036.970243462579,676.2849413886383,414.7880973850315,9,4,2
1008.a5.txt,1897.92663476874,1020.7336523125997,885.1674641148326,430.622009569378,3,0,3
1010.a5.txt,2249.76167778837,886.558627264061,857.959961868446,305.0524308865586,5,0,8
1012.a5.txt,2008.3333333333333,1033.3333333333333,725.0,341.66666666666663,2,0,0
1013.a5.txt,1823.7347294938918,1108.2024432809774,724.2582897033159,287.95811518324604,2,3,2
1014.a5.txt,1769.5473251028807,1020.5761316872428,798.3539094650206,345.679012345679,5,3,5
1018.a5.txt,2029.3609671848014,958.5492227979274,898.1001727115718,276.33851468048357,3,1,1
1021.a5.txt,1798.1888745148772,1138.4217335058215,646.8305304010349,401.03492884864164,4,0,4
1022.a5.txt,2350.312779267203,1152.8150134048258,1054.5129579982126,482.57372654155495,1,0,0
1023.a5.txt,1639.4716394716393,1002.3310023310024,675.990675990676,442.8904428904429,7,2,4
1032.a5.txt,2167.7740863787376,1146.1794019933554,672.7574750830564,564.7840531561462,0,0,1
1034.a5.txt,1915.983606557377,1004.0983606557377,758.1967213114755,389.344262295082,2,4,5
1036.a5.txt,1384.2173350582148,918.4993531694696,698.5769728331177,310.47865459249675,4,1,3
1041.a5.txt,1636.675235646958,865.4670094258784,745.5012853470437,428.4490145672665,11,3,8
1043.a5.txt,1508.2824760244116,1098.5178727114212,671.3164777680906,549.2589363557106,8,0,0
1048.a5.txt,2105.2631578947367,998.452012383901,704.3343653250773,410.2167182662539,4,0,5
1050.a5.txt,1659.959758551308,1116.7002012072435,754.5271629778672,492.9577464788732,6,4,1
1055.a5.txt,1818.1818181818182,1083.56290174472,1010.10101010101,449.95408631772267,2,2,1
1057.a5.txt,1353.9967373572595,1190.8646003262643,595.4323001631321,350.7340946166395,5,1,5
1061.a5.txt,1432.1608040201006,1038.5259631490787,594.63986599665,242.88107202680067,13,2,3
1062.a5.txt,1504.424778761062,860.8205953338696,756.234915526951,442.4778761061947,8,2,8
1064.a5.txt,2182.700080840744,1253.0315278900566,590.1374292643492,582.053354890865,2,0,2
1065.a5.txt,1808.4227910817508,949.6284062758051,734.9298100743188,404.6242774566474,10,3,1
1067.a5.txt,1780.2385008517888,1056.2180579216354,630.3236797274276,349.23339011925043,7,4,5
