Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0106.b7.txt,1752.5773195876288,1257.7319587628865,845.360824742268,515.4639175257731,0,1,0
0107.b7.txt,1632.8828828828828,1069.81981981982,1081.081081081081,518.018018018018,0,1,6
0137.b7.txt,2109.452736318408,955.223880597015,825.8706467661692,348.2587064676617,4,1,2
0151.b7.txt,1921.6182048040457,1087.2313527180784,910.2402022756005,417.19342604298356,2,0,1
0157.b7.txt,1270.5882352941176,1223.5294117647059,870.5882352941176,600.0,5,1,1
0158.b7.txt,1826.6978922716628,1206.0889929742389,749.4145199063232,503.5128805620609,1,1,0
0178.b7.txt,1979.0828640386162,1005.631536604988,949.3161705551086,716.0096540627515,1,0,2
0185.b7.txt,1815.415821501014,1166.3286004056795,811.3590263691683,618.6612576064908,1,0,0
0186.b7.txt,1726.1904761904761,1107.142857142857,714.2857142857142,642.8571428571428,2,0,1
0198.b7.txt,2024.5398773006134,1055.2147239263804,809.8159509202454,527.6073619631902,1,0,1
0219.b7.txt,2083.3333333333335,979.7297297297297,1002.2522522522523,585.5855855855856,1,1,1
0223.b7.txt,1970.8846584546473,1041.4333706606942,862.2620380739082,436.7301231802911,0,0,2
0224.b7.txt,2087.912087912088,1043.956043956044,920.3296703296704,329.6703296703297,1,1,1
0238.b7.txt,1688.0341880341882,1185.8974358974358,737.1794871794872,544.8717948717949,1,0,1
0318.b7.txt,2116.4021164021165,886.2433862433862,859.7883597883597,476.19047619047615,1,0,1
